"Pincode","Delhivery","Delhivery Limitation","Fedex","Fedex Limitation","Dotzot","Dotzot Limitation","DTDC","Indiapost","Pref 1","Pref 2","Pref 3","Pref 4","Pref 5"
"122503","Y","19999","Y","4999999","Y","24999","Y","Y","Delhivery","DTDC","Fedex","Dotzot","Indiapost"
"403704","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370110","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370205","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"394140","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"394310","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392001","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392011","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392012","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392015","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392020","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392030","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"392240","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"393002","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"393010","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370001","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370030","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370105","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396110","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396310","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396321","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396350","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396360","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396370","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396380","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396409","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396430","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396521","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396530","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"364710","Y","19999","N","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"389151","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"389152","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"389160","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"389180","Y","19999","N","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396210","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396215","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370201","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370203","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"370210","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"389001","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"389340","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"360311","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"383001","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"383010","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"383030","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"383210","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"360370","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"360375","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"396427","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"521456","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"530047","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"531173","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712201","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712202","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712203","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712204","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712221","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712222","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"712205","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605401","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605103","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605108","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"828108","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"828132","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"416410","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"136026","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"135003","Y","19999","N","4999999","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"135002","Y","19999","N","4999999","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"384170","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"700153","Y","19999","N","N","Y","24999","Y","Y","Fedex ","Delhivery","DTDC","Dotzot","Indiapost"
"394325","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"394370","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"226026","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"226029","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"124201","Y","19999","Y","4999999","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"834012","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"835215","Y","19999","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"384160","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"384120","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"603210","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"600124","Y","19999","Y","4999999","Y","24999","N","Y","Fedex ","Delhivery","DTDC","Dotzot","Indiapost"
"110074","Y","19999","Y","4999999","Y","24999","Y","Y","Delhivery","DTDC","Fedex","Dotzot","Indiapost"
"846006","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"846001","Y","19999","N","N","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"846002","Y","19999","N","N","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"602108","Y","19999","N","4999999","Y","24999","N","Y","Fedex ","Delhivery","DTDC","Dotzot","Indiapost"
"631402","Y","19999","N","4999999","Y","24999","N","Y","Fedex ","Delhivery","DTDC","Dotzot","Indiapost"
"605203","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605652","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605601","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"631502","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"631501","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"607402","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"282002","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"282003","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"282004","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"282005","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"282009","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"282001","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"211001","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"211002","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"211003","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"211009","Y","4998","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"273006","Y","4998","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"273008","Y","4998","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"273010","Y","4998","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"208021","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"281006","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"250103","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"244103","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"221008","Y","4998","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"560242","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"603048","Y","19999","N","N","N","N","N","Y","Fedex ","Delhivery","DTDC","Dotzot","Indiapost"
"641107","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"641407","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"641065","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"641064","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"641049","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"641040","Y","19999","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624002","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624009","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624007","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624008","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624010","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"638012","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"522035","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"522016","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"522034","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"522022","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"500195","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex ","Delhivery","DTDC","Dotzot","Indiapost"
"639206","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"507004","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625105","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625502","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625106","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"574115","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"570022","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"570029","Y","19999","N","N","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"576001","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"635803","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"632106","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"632209","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"632202","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"632114","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"632052","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"632053","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605302","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605402","Y","19999","N","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605105","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"605301","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"506370","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"506015","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"831035","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"152116","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"148101","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143505","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143419","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"148024","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"151203","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"152002","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"152001","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"152101","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143521","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143531","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"146001","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144208","Y","19999","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"146105","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"142033","Y","19999","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"151204","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"148023","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"152107","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"142001","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"152026","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144514","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144505","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144527","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144517","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"145001","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"145023","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143534","Y","19999","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"145024","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"146104","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144409","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"144504","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"140401","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"140601","Y","19999","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"151103","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"151101","Y","19999","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"148001","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"148028","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143401","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143301","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"305023","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"305024","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"305025","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"305012","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"301030","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"134005","Y","19999","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143502","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"143007","Y","19999","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"243124","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"827006","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"248201","Y","4998","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"249202","Y","4998","N","4998","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"201000","Y","4998","N","N","N","N","N","Y","Delhivery","DTDC","Fedex","Dotzot","Indiapost"
"401205","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"147203","Y","19999","N","N","Y","24999","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"283126","Y","4998","N","N","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"209217","Y","4998","N","N","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"421506","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"735132","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"735121","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"122003","Y","19999","Y","4999999","Y","24999","Y","Y","Delhivery","DTDC","Fedex","Dotzot","Indiapost"
"834002","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"834003","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"834004","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"834005","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"834006","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"834008","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"732001","Y","19999","N","N","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"125055","Y","19999","Y","4999999","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"125060","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"125076","Y","19999","Y","4999999","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"127021","Y","19999","Y","4999999","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"127111","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"127025","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"127201","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"127022","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"126114","Y","19999","N","4999999","N","N","N","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"126115","Y","19999","N","4999999","Y","24999","Y","Y","Delhivery","Fedex","DTDC","Dotzot","Indiapost"
"311001","Y","19999","N","N","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"638056","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"638057","Y","19999","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"638112","Y","19999","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"382220","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"382213","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"382110","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"362570","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"362560","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"394520","Y","19999","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"382715","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"382729","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"391243","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"391244","Y","19999","N","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"403529","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"403105","Y","19999","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"403107","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"403115","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"403710","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"403711","Y","19999","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
