"Pincode","Delhivery","Delhivery Limitation","Fedex","Fedex Limitation","Dotzot","Dotzot Limitation","DTDC","Indiapost","Pref 1","Pref 2","Pref 3","Pref 4","Pref 5"
"613701","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"613704","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614001","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614015","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614016","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614017","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614018","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614019","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614020","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614101","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614102","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614103","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614201","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614203","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614204","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614205","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614206","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614207","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614208","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614210","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614211","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614301","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614302","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614303","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614403","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614404","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614601","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614602","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614612","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614614","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614616","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614617","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614618","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614622","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614624","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614625","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614628","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614701","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614704","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614707","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614708","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614711","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614712","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614713","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614714","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614715","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614716","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614717","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614723","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614802","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614804","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614806","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614808","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614809","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614810","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614901","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614902","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614903","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"614906","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"620025","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"620101","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"620102","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621001","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621002","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621003","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621005","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621006","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621007","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621008","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621010","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621011","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621012","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621014","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621103","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621104","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621108","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621109","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621111","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621112","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621115","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621116","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621118","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621133","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621203","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621205","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621206","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621207","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621208","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621209","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621210","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621211","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621212","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621213","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621214","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621215","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621216","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621218","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621220","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621305","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621306","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621307","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621308","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621310","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621311","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621314","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621315","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621316","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621651","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621652","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621653","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621702","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621703","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621704","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621705","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621706","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621707","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621708","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621710","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621711","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621712","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621713","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621715","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621717","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621730","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621801","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621803","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621804","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"621806","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622001","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622002","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622101","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622102","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622103","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622104","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622201","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622202","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622203","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622301","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622302","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622303","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622304","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622408","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622411","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622501","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622502","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622503","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622504","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622505","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622506","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622507","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"622515","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623120","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623211","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623404","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623409","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623501","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623502","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623504","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623512","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623513","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623514","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623517","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623518","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623519","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623521","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623522","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623523","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623524","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623526","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623527","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623528","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623529","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623531","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623534","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623536","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623560","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623603","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623701","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623703","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623704","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623705","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623707","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623708","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623712","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"623806","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624102","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624103","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624201","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624202","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624204","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624208","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624210","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624211","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624215","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624219","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624220","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624301","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624302","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624304","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624306","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624308","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624401","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624403","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624601","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624610","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624612","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624613","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624614","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624615","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624616","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624617","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624618","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624619","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624620","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624621","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624622","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624701","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624702","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624703","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624704","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624705","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624708","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624710","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624711","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624712","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624801","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"624802","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625013","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625023","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625102","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625103","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625108","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625109","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625110","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625218","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625221","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625301","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625401","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625402","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625503","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625513","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625518","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625531","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625532","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625533","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625534","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625602","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"625703","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626002","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626100","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626101","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626102","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626105","N","N","Y","4999999","Y","24999","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626106","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626108","N","N","Y","4999999","Y","24999","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626109","N","N","Y","4999999","N","N","N","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
"626110","N","N","Y","4999999","N","N","Y","Y","Fedex","Delhivery","Dotzot","DTDC","Indiapost"
