144021,Dotzot,24999,4
144021,DTDC,0,3
144021,Indiapost,0,5
144023,Delhivery,19999,1
144023,Indiapost,0,5
143021,Delhivery,19999,1
143021,Indiapost,0,5
143036,Delhivery,19999,1
143036,Indiapost,0,5
143001,Delhivery,19999,1
143001,Dotzot,24999,4
143001,DTDC,0,3
143001,Indiapost,0,5
143002,Delhivery,19999,1
143002,Dotzot,24999,4
143002,DTDC,0,3
143002,Indiapost,0,5
143003,Delhivery,19999,1
143003,Dotzot,24999,4
143003,DTDC,0,3
143003,Indiapost,0,5
143004,Delhivery,19999,1
143004,Dotzot,24999,4
143004,DTDC,0,3
143004,Indiapost,0,5
143005,Delhivery,19999,1
143005,Dotzot,24999,4
143005,DTDC,0,3
143005,Indiapost,0,5
143006,Delhivery,19999,1
143006,Dotzot,24999,4
143006,DTDC,0,3
143006,Indiapost,0,5
143008,Delhivery,19999,1
143008,Indiapost,0,5
143009,Delhivery,19999,1
143009,Indiapost,0,5
143010,Delhivery,19999,1
143010,Indiapost,0,5
143022,Delhivery,19999,1
143022,Indiapost,0,5
143104,Delhivery,19999,1
143104,Indiapost,0,5
143105,Delhivery,19999,1
143105,Dotzot,24999,4
143105,DTDC,0,3
143105,Indiapost,0,5
143106,Delhivery,19999,1
143106,Indiapost,0,5
147103,Delhivery,19999,1
147103,Indiapost,0,5
147001,Delhivery,19999,1
147001,Dotzot,24999,4
147001,DTDC,0,3
147001,Indiapost,0,5
147002,Delhivery,19999,1
147002,Dotzot,24999,4
147002,DTDC,0,3
147002,Indiapost,0,5
147003,Delhivery,19999,1
147003,Dotzot,24999,4
147003,DTDC,0,3
147003,Indiapost,0,5
147004,Delhivery,19999,1
147004,Dotzot,24999,4
147004,DTDC,0,3
147004,Indiapost,0,5
147005,Delhivery,19999,1
147005,Indiapost,0,5
110068,Delhivery,19999,1
110068,Fedex,4999999,3
110068,Dotzot,24999,4
110068,DTDC,0,2
110068,Indiapost,0,5
144411,Delhivery,19999,1
144411,Indiapost,0,5
625001,Delhivery,19999,2
625001,Fedex,4999999,1
625001,Dotzot,24999,3
625001,DTDC,0,4
625001,Indiapost,0,5
625010,Delhivery,19999,2
625010,Fedex,4999999,1
625010,Dotzot,24999,3
625010,DTDC,0,4
625010,Indiapost,0,5
577501,Delhivery,19999,2
577501,Fedex,4999999,1
577501,Dotzot,24999,3
577501,DTDC,0,4
577501,Indiapost,0,5
482001,Dotzot,24999,3
482001,DTDC,0,4
482001,Indiapost,0,5
482003,Dotzot,24999,3
482003,DTDC,0,4
482003,Indiapost,0,5
482005,Dotzot,24999,3
482005,DTDC,0,4
482005,Indiapost,0,5
482007,Indiapost,0,5
482008,Dotzot,24999,3
482008,DTDC,0,4
482008,Indiapost,0,5
482009,Dotzot,24999,3
482009,DTDC,0,4
482009,Indiapost,0,5
482010,Dotzot,24999,3
482010,DTDC,0,4
482010,Indiapost,0,5
456010,Dotzot,24999,3
456010,DTDC,0,4
456010,Indiapost,0,5
482006,Indiapost,0,5
456004,Indiapost,0,5
456005,Indiapost,0,5
456007,Indiapost,0,5
456008,Indiapost,0,5
456009,Indiapost,0,5
396236,Delhivery,19999,2
396236,Indiapost,0,5
396194,Delhivery,19999,2
396194,Indiapost,0,5
403808,Delhivery,19999,2
403808,Dotzot,24999,3
403808,Indiapost,0,5
403402,Delhivery,19999,2
403402,Fedex,4999999,1
403402,Dotzot,24999,3
403402,DTDC,0,4
403402,Indiapost,0,5
638108,Delhivery,19999,2
638108,Fedex,4999999,1
638108,DTDC,0,4
638108,Indiapost,0,5
638301,Delhivery,19999,2
638301,Fedex,4999999,1
638301,Dotzot,24999,3
638301,DTDC,0,4
638301,Indiapost,0,5
638102,Delhivery,19999,2
638102,Fedex,4999999,1
638102,Dotzot,24999,3
638102,DTDC,0,4
638102,Indiapost,0,5
637211,Delhivery,19999,2
637211,Fedex,4999999,1
637211,Dotzot,24999,3
637211,DTDC,0,4
637211,Indiapost,0,5
613003,Delhivery,19999,2
613003,Fedex,4999999,1
613003,Indiapost,0,5
613010,Delhivery,19999,2
613010,Dotzot,24999,3
613010,Indiapost,0,5
639136,Delhivery,19999,2
639136,Fedex,4999999,1
639136,Dotzot,24999,3
639136,DTDC,0,4
639136,Indiapost,0,5
585101,Delhivery,19999,2
585101,Fedex,4999999,1
585101,Dotzot,24999,3
585101,DTDC,0,4
585101,Indiapost,0,5
585102,Delhivery,19999,2
585102,Fedex,4999999,1
585102,Dotzot,24999,3
585102,DTDC,0,4
585102,Indiapost,0,5
585103,Delhivery,19999,2
585103,Fedex,4999999,1
585103,Dotzot,24999,3
585103,DTDC,0,4
585103,Indiapost,0,5
585104,Delhivery,19999,2
585104,Fedex,4999999,1
585104,Dotzot,24999,3
585104,DTDC,0,4
585104,Indiapost,0,5
585105,Delhivery,19999,2
585105,Fedex,4999999,1
585105,Dotzot,24999,3
585105,DTDC,0,4
585105,Indiapost,0,5
132106,Delhivery,19999,1
132106,Fedex,4999999,2
132106,Dotzot,24999,4
132106,DTDC,0,3
132106,Indiapost,0,5
132151,Delhivery,19999,1
132151,Fedex,4999999,2
132151,Indiapost,0,5
132110,Delhivery,19999,1
132110,Fedex,4999999,2
132110,Indiapost,0,5
131028,Delhivery,19999,1
131028,Fedex,4999999,2
131028,Dotzot,24999,4
131028,DTDC,0,3
131028,Indiapost,0,5
131001,Delhivery,19999,1
131001,Fedex,4999999,2
131001,Dotzot,24999,4
131001,DTDC,0,3
131001,Indiapost,0,5
131024,Delhivery,19999,1
131024,Indiapost,0,5
576102,Delhivery,19999,2
576102,Fedex,4999999,1
576102,Dotzot,24999,3
576102,DTDC,0,4
576102,Indiapost,0,5
576103,Delhivery,19999,2
576103,Fedex,4999999,1
576103,Dotzot,24999,3
576103,DTDC,0,4
576103,Indiapost,0,5
576105,Delhivery,19999,2
576105,Fedex,4999999,1
576105,Dotzot,24999,3
576105,DTDC,0,4
576105,Indiapost,0,5
576106,Delhivery,19999,2
576106,Dotzot,24999,3
576106,DTDC,0,4
576106,Indiapost,0,5
576107,Delhivery,19999,2
576107,Fedex,4999999,1
576107,Indiapost,0,5
576108,Delhivery,19999,2
576108,Dotzot,24999,3
576108,DTDC,0,4
576108,Indiapost,0,5
500019,Delhivery,19999,2
500019,Fedex,4999999,0
500019,Dotzot,24999,4
500019,DTDC,0,3
500019,Indiapost,0,5
500081,Delhivery,19999,2
500081,Fedex,4999999,0
500081,Dotzot,24999,4
500081,DTDC,0,3
500081,Indiapost,0,5
632006,Delhivery,19999,2
632006,Fedex,4999999,1
632006,Dotzot,24999,3
632006,DTDC,0,4
632006,Indiapost,0,5
632007,Delhivery,19999,2
632007,Fedex,4999999,1
632007,Dotzot,24999,3
632007,DTDC,0,4
632007,Indiapost,0,5
632014,Delhivery,19999,2
632014,Fedex,4999999,1
632014,Dotzot,24999,3
632014,DTDC,0,4
632014,Indiapost,0,5
305008,Delhivery,19999,1
305008,Dotzot,24999,4
305008,Indiapost,0,5
305009,Delhivery,19999,1
305009,Indiapost,0,5
305001,Delhivery,19999,1
305001,Dotzot,24999,4
305001,DTDC,0,3
305001,Indiapost,0,5
305002,Delhivery,19999,1
305002,Dotzot,24999,4
305002,Indiapost,0,5
305003,Delhivery,19999,1
305003,Dotzot,24999,4
305003,Indiapost,0,5
305004,Delhivery,19999,1
305004,Dotzot,24999,4
305004,Indiapost,0,5
305005,Delhivery,19999,1
305005,Dotzot,24999,4
305005,Indiapost,0,5
305006,Delhivery,19999,1
305006,Dotzot,24999,4
305006,Indiapost,0,5
305007,Delhivery,19999,1
305007,Dotzot,24999,4
305007,Indiapost,0,5
522509,Delhivery,19999,2
522509,Fedex,4999999,1
522509,Dotzot,24999,3
522509,DTDC,0,4
522509,Indiapost,0,5
522019,Delhivery,19999,2
522019,Fedex,4999999,1
522019,Dotzot,24999,3
522019,DTDC,0,4
522019,Indiapost,0,5
560095,Delhivery,19999,2
560095,Fedex,4999999,0
560095,Dotzot,24999,4
560095,DTDC,0,3
560095,Indiapost,0,5
560081,Delhivery,19999,2
560081,Fedex,4999999,0
560081,Dotzot,24999,4
560081,DTDC,0,3
560081,Indiapost,0,5
603203,Delhivery,19999,2
603203,Fedex,4999999,0
603203,Dotzot,24999,4
603203,DTDC,0,3
603203,Indiapost,0,5
492002,Delhivery,19999,2
492002,Fedex,4999999,1
